year,scenario,seed,decommissioned,total_treated,annual_treatment_to_inflow_ratio,desired_total_flow,unmet_flow,backlog_considered,opening_untreated_stock,untreated_stock,untreated_stock_share,net_untreated_stock_increase,net_untreated_stock_increase_share,stock_drawdown,direct_reuse_flow,direct_reuse_share,incumbent_open_loop_flow,incumbent_open_loop_treatment_share,solvolysis_treated_flow,solvolysis_treatment_share,closed_loop_material_flow,closed_loop_equivalent_wtb_flow,closed_loop_wtb_flow_share,annual_direct_reuse_to_inflow_ratio,annual_open_loop_to_inflow_ratio,annual_solvolysis_to_inflow_ratio,total_open_loop_utilization,total_closed_loop_utilization,recovered_material_utilization_share,open_loop_utilization_share,closed_loop_utilization_share,total_opening_capacity,total_closing_capacity,opening_capacity_gap,treatment_capacity_utilization,virgin_material_displacement,avoided_ghg_index,average_processing_cost,effective_closed_loop_demand,adoption_activated_closed_loop_demand,mandate_activated_closed_loop_demand,opening_trl_solvolysis,opening_solvolysis_available,trl_solvolysis,solvolysis_available,manufacturer_adoption_probability,manufacturer_realized_adoption_share,perceived_risk,supply_reliability,certification_score,price_advantage,switches_to_solvolysis,recycler_exits,recycler_expansions,recycler_contractions,active_recyclers,solvolysis_recyclers,desired_flow_reuse,flow_reuse,unmet_flow_reuse,desired_share_reuse,opening_capacity_reuse,capacity_reuse,capacity_change_reuse,cost_reuse,desired_flow_repurposing,flow_repurposing,unmet_flow_repurposing,desired_share_repurposing,opening_capacity_repurposing,capacity_repurposing,capacity_change_repurposing,cost_repurposing,desired_flow_mechanical_recycling,flow_mechanical_recycling,unmet_flow_mechanical_recycling,desired_share_mechanical_recycling,opening_capacity_mechanical_recycling,capacity_mechanical_recycling,capacity_change_mechanical_recycling,cost_mechanical_recycling,desired_flow_pyrolysis,flow_pyrolysis,unmet_flow_pyrolysis,desired_share_pyrolysis,opening_capacity_pyrolysis,capacity_pyrolysis,capacity_change_pyrolysis,cost_pyrolysis,desired_flow_recovery,flow_recovery,unmet_flow_recovery,desired_share_recovery,opening_capacity_recovery,capacity_recovery,capacity_change_recovery,cost_recovery,desired_flow_solvolysis,flow_solvolysis,unmet_flow_solvolysis,desired_share_solvolysis,opening_capacity_solvolysis,capacity_solvolysis,capacity_change_solvolysis,cost_solvolysis,recovered_generation_mechanical_recycling,available_recovered_material_mechanical_recycling,open_loop_utilization_mechanical_recycling,closed_loop_utilization_mechanical_recycling,recovered_stock_mechanical_recycling,recovered_generation_pyrolysis,available_recovered_material_pyrolysis,open_loop_utilization_pyrolysis,closed_loop_utilization_pyrolysis,recovered_stock_pyrolysis,recovered_generation_solvolysis,available_recovered_material_solvolysis,open_loop_utilization_solvolysis,closed_loop_utilization_solvolysis,recovered_stock_solvolysis,recovery_resource_credit,mean_recycler_profit_mechanical_recycling,mean_recycler_profit_pyrolysis,mean_recycler_profit_solvolysis,mean_recycler_profit_recovery
2032,coordinated_closed_loop_transition,42,122.9255326344515,122.92553263445146,0.9999999999999997,122.92553263445146,0.0,5.684341886080802e-15,2.842170943040401e-14,7.105427357601002e-14,9.133635627963273e-17,4.263256414560601e-14,3.4681618400942093e-16,0.0,15.0,0.12202509664616297,107.92553263445146,0.877974903353837,0.0,0.0,0.0,0.0,0.0,0.12202509664616293,0.8779749033538368,0.0,28.956216325009432,0.0,1.0,1.0,0.0,192.24382913601585,197.59401137612622,0.0,0.6394251154219338,12.129182375696681,59.04135598271424,429.1100443215385,14.185191122560003,11.690166126728412,6.453590463308704,6.348909090909091,False,6.573727272727273,False,0.824110583052806,0.7333333333333333,0.2343283470739572,0.5800000000000001,0.21379804953136203,0.0077777777777777776,0,0,33,0,40,0,56.545745011847664,5.0,0.0,0.39650376343696186,5.0,5.0,0.0,250.0,30.731383158612864,10.0,0.0,0.25915555089946596,10.0,10.0,0.0,350.0,12.292553263445148,44.481498109967134,0.0,0.13874672507475333,75.35271393472141,78.52530762415138,3.1725936894299736,465.55616732330066,3.6877659790335446,6.909834406965395,0.0,0.05793983722707072,10.0,10.0,0.0,808.3451089601997,19.668085221512236,56.53420011751892,0.0,0.14765412336174807,91.89111520129443,94.06870375197484,2.1775885506804107,383.9165335041517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,24.464823960481926,24.464823960481926,24.464823960481926,0.0,0.0,4.491392364527507,4.491392364527507,4.491392364527507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.960260035255676,3832.1970648264532,0.0,0.0,2573.7412130175085
2033,coordinated_closed_loop_transition,42,127.22792627665729,127.22792627665737,1.0000000000000007,127.22792627665737,0.0,1.4210854715202004e-14,7.105427357601002e-14,0.0,0.0,0.0,0.0,7.105427357601002e-14,15.0,0.11789864410257282,112.22792627665737,0.8821013558974272,0.0,0.0,0.0,0.0,0.0,0.1178986441025729,0.8821013558974278,0.0,31.418624319787273,0.0,1.0,1.0,0.0,197.59401137612622,203.136484257785,0.0,0.6438855377781422,12.776115345029194,62.07856410109963,426.5988550982507,15.036302589913607,12.617023863859442,6.679466129524507,6.573727272727273,False,6.7985454545454544,False,0.8391041473402495,0.9,0.22906143222418546,0.5800000000000001,0.29889916310198905,0.0077777777777777776,0,0,33,0,40,0,53.4357290361961,5.0,0.0,0.3963926112684824,5.0,5.0,0.0,250.0,33.07926083193092,10.0,0.0,0.25846330061583095,10.0,10.0,0.0,350.0,20.356468204265177,49.67640366925905,0.0,0.1394161947892838,78.52530762415138,81.81817086926715,3.292863245115765,462.0230690760593,2.544558525533146,6.302465079530448,0.0,0.05792386681061549,10.0,10.0,0.0,803.7570305535551,17.81190967873203,56.24905752786787,0.0,0.1478040265157875,94.06870375197484,96.31831338851785,2.249609636543019,382.3707192616992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,27.322022018092483,27.322022018092483,27.322022018092483,0.0,0.0,4.096602301694791,4.096602301694791,4.096602301694791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.87471725836036,4322.319920551564,0.0,0.0,2579.449738777444
2034,coordinated_closed_loop_transition,42,131.6809036963403,131.68090369634035,1.0000000000000004,131.68090369634032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.11391173343243753,116.68090369634034,0.8860882665675623,0.0,0.0,0.0,0.0,0.0,0.11391173343243757,0.8860882665675628,0.0,34.18942135527216,0.0,1.0,1.0,0.0,203.136484257785,208.69276912230725,0.0,0.6482385681600857,14.09196896203106,65.09810721161804,435.14578109526684,15.938480745308423,13.638312660257645,6.913247444057865,6.7985454545454544,False,7.023363636363636,True,0.8556846087273503,0.8166666666666667,0.22276631740158573,0.5800000000000001,0.40061360063108836,0.0077777777777777776,0,0,33,0,40,0,47.40512533068253,5.0,0.0,0.3962152205820276,5.0,5.0,0.0,250.0,39.504271108902095,10.0,0.0,0.2578149244771221,10.0,10.0,0.0,350.0,18.43532651748764,50.3444024641312,0.0,0.14015202256451026,81.81817086926715,84.8146071987215,2.99643632945436,458.5705481287035,10.534472295707223,10.0,0.0,0.05789869869122244,10.0,10.0,0.0,799.8597364837198,15.801708443560832,56.33650123220914,0.0,0.14791913368511758,96.31831338851785,98.87816192358575,2.5598485350678946,381.0199715415842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,27.689421355272163,27.689421355272163,27.689421355272163,0.0,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90095036966274,4422.1809608235735,0.0,0.0,2599.4943398277182
2035,coordinated_closed_loop_transition,42,136.2897353257122,136.2897353257122,1.0,136.2897353257122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.1100596458284421,121.2897353257122,0.8899403541715579,0.0,0.0,0.0,0.0,0.0,0.1100596458284421,0.8899403541715579,0.0,33.714375133435354,0.0,1.0,1.0,0.0,208.69276912230725,122.35716763482284,0.0,0.6530640036015706,14.067217237565718,66.85265062532267,428.5216127898857,16.894789590026928,14.735209242236069,7.15521110459989,7.023363636363636,True,7.248181818181818,True,0.8721747710272953,0.8833333333333333,0.21589242789301155,0.5800000000000001,0.5116796931019882,0.0077777777777777776,40,0,0,0,40,40,31.3466391249138,5.0,0.0,0.3106699898390998,5.0,5.0,0.0,250.0,36.7982285379423,10.0,0.0,0.2232643721586394,10.0,10.0,0.0,350.0,17.717665592342584,50.57971830554294,0.0,0.13600298383282994,84.8146071987215,0.0,-84.8146071987215,455.48510795491984,8.177384119542731,9.070046254441122,0.0,0.0773932600428915,10.0,10.0,0.0,794.1586560927731,25.895049711885314,61.63997076572814,0.0,0.1328528012107925,98.87816192358575,0.0,-98.87816192358575,379.8141482027094,16.354768239085463,0.0,0.0,0.11981659291574698,0.0,97.35716763482284,97.35716763482284,1080.0,27.81884506804862,27.81884506804862,27.81884506804862,0.0,0.0,5.89553006538673,5.89553006538673,5.89553006538673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.49199122971844,4481.228799704946,0.0,0.0,2860.3223643114416
2036,coordinated_closed_loop_transition,42,141.0598760621121,122.35716763482284,0.8674129812856635,141.05987606211204,18.702708427289195,0.0,0.0,18.702708427289252,0.01423125850281795,18.702708427289252,0.13258701871433656,0.0,15.0,0.1225919191327456,10.0,0.08172794608849707,97.35716763482284,0.7956801347787573,17.908476965428545,22.385596206785678,0.18295287999470444,0.10633782205646583,0.07089188137097722,0.6901832778582204,66.47725714242974,17.908476965428545,1.0,0.78777838274727,0.21222161725273,122.35716763482284,140.27825626219044,18.702708427289252,1.0,65.55858728628664,96.39359422403702,962.6734736912495,17.908476965428545,16.445442536827343,7.405643493260885,7.248181818181818,True,7.473,True,0.9183049216622096,0.9666666666666667,0.2090891792958795,0.8800000000000001,0.6216043924805696,0.0077777777777777776,0,0,37,0,40,40,49.37095662173921,5.0,8.243414093951058,0.31012535234753524,5.0,5.0,0.0,250.0,36.67556777614913,10.0,4.955893857431895,0.2228732437601167,10.0,10.0,0.0,350.0,18.33778388807457,0.0,3.4068669612752935,0.1364998319773574,0.0,0.0,0.0,452.7175004279822,5.642395042484484,10.0,0.0,0.07795770749219957,10.0,10.0,0.0,789.4258552428753,11.284790084968968,0.0,2.0965335146309503,0.13292654864650916,0.0,0.0,0.0,378.62988502949486,19.74838264869569,97.35716763482284,0.0,0.11961731577628174,97.35716763482284,115.27825626219044,17.921088627367602,1080.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.0,0.0,77.88573410785828,77.88573410785828,59.977257142429735,17.908476965428545,0.0,0.0,0.0,0.0,7517.657405281056,0.0
2037,coordinated_closed_loop_transition,42,145.99697172428603,140.27825626219044,0.9608299035620045,149.73751340974388,9.459257147553444,3.740541685457851,18.702708427289252,24.42142388938484,0.016724755545891135,5.718715462095588,0.039170096437995516,0.0,15.0,0.10693032833231039,10.0,0.0712868855548736,115.27825626219044,0.821782786112816,18.98298558335426,23.728731979192823,0.1691547400962988,0.10274185705938726,0.06849457137292485,0.7895934751296924,79.7396194263981,18.98298558335426,1.0,0.8077138910437076,0.19228610895629242,140.27825626219044,161.00278328718304,24.42142388938484,1.0,77.0280840078019,112.8809957612152,782.5714503636233,18.98298558335426,17.601785967070086,7.664841015525016,7.473,True,7.697818181818182,True,0.9272401272065804,0.9166666666666666,0.2029802790621118,0.8800000000000001,0.7203100346665293,0.0077777777777777776,0,0,36,0,40,40,53.9055048275078,5.0,4.3524426002481365,0.33541957348378054,5.0,5.0,0.0,250.0,25.45537727965646,10.0,1.3754820180702325,0.22288736671474638,10.0,10.0,0.0,350.0,23.95800214555902,0.0,2.1321900167057573,0.12605139140056398,0.0,0.0,0.0,452.7175004279822,5.989500536389755,10.0,0.0,0.05674435782579878,10.0,10.0,0.0,784.6167026159366,17.968501609169266,0.0,1.599142512529318,0.1300246983050209,0.0,0.0,0.0,378.62988502949486,22.460627011461582,115.27825626219044,0.0,0.12887261227008912,115.27825626219044,136.00278328718304,20.724527024992593,843.0175349841506,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.0,0.0,92.22260500975236,92.22260500975236,73.2396194263981,18.98298558335426,0.0,0.0,0.0,0.0,12317.207993876844,0.0
2038,coordinated_closed_loop_transition,42,151.10686573463602,155.99115051251295,1.0323233809008678,155.99115051251295,0.0,4.884284777876968,24.42142388938484,19.537139111507912,0.012125055779597006,0.0,0.0,4.884284777876928,15.0,0.09615930102904628,10.0,0.06410620068603086,130.99115051251295,0.8397344982849229,20.121964718355514,25.152455897944392,0.16124283855401636,0.09926749474336935,0.0661783298289129,0.8668775563285855,91.17095569165485,20.121964718355514,1.0,0.8191981606356911,0.18080183936430894,161.00278328718304,187.52625597693634,14.525506336837822,0.9688723842386577,87.0843363280083,127.33685847151192,723.7079038715951,20.121964718355514,18.7920150166425,7.933110451068391,7.697818181818182,True,7.9226363636363635,True,0.9339055743150263,0.9166666666666666,0.1979560114584507,0.8800000000000001,0.8014905321957251,0.0077777777777777776,0,0,39,0,40,40,63.95637171013029,5.0,0.0,0.3434012020043997,5.0,5.0,0.0,250.0,31.198230102502585,10.0,0.0,0.22088982564037463,10.0,10.0,0.0,350.0,18.718938061501554,0.0,0.0,0.12087545024617924,0.0,0.0,0.0,452.7175004279822,12.479292041001038,10.0,0.0,0.049822357940546284,10.0,10.0,0.0,780.1752160906107,12.479292041001038,0.0,0.0,0.12768502967706855,0.0,0.0,0.0,378.62988502949486,17.159026556376425,130.99115051251295,0.0,0.13732613449143174,136.00278328718304,162.52625597693634,26.523472689753305,766.0080547917481,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.0,0.0,104.79292041001037,104.79292041001037,84.67095569165485,20.121964718355514,0.0,0.0,0.0,0.0,15261.29508676525,0.0
2039,coordinated_closed_loop_transition,42,156.39560603534827,160.30303385764987,1.0249842557687872,160.30303385764984,0.0,3.9074278223015826,19.537139111507912,15.629711289206313,0.008841841575418355,0.0,0.0,3.9074278223015995,15.0,0.09357277675305944,8.993965648689311,0.05610602265129936,136.30906820896055,0.8503212005956412,21.329282601456846,26.661603251821056,0.16632001659741968,0.0959106229404535,0.057507789871388784,0.8715658429569448,93.56404963735964,21.329282601456846,1.0,0.8143557838750647,0.18564421612493529,187.52625597693634,217.56232042495773,0.0,0.8548298104845935,90.16084248955879,131.54272430747415,685.0425266197695,21.329282601456846,20.01998308210334,8.210769316855783,7.9226363636363635,True,8.147454545454545,True,0.9386149293523788,0.9333333333333333,0.19411383937882473,0.8800000000000001,0.8635711110226855,0.0077777777777777776,0,0,37,0,40,40,40.075758464412445,5.0,0.0,0.33768503596546273,5.0,5.0,0.0,250.0,28.854546094376975,10.0,0.0,0.21670957992722115,10.0,10.0,0.0,350.0,28.854546094376975,0.0,0.0,0.11831745468903618,0.0,0.0,0.0,452.7175004279822,4.809091015729495,8.993965648689311,0.0,0.04900440774347008,10.0,10.0,0.0,776.0508225297198,30.457576432953473,0.0,0.0,0.1252091982526326,0.0,0.0,0.0,378.62988502949486,27.251515755800476,136.30906820896055,0.0,0.15307432342217722,162.52625597693634,192.56232042495773,30.036064448021385,719.5751697812702,0.0,0.0,0.0,0.0,0.0,5.846077671648053,5.846077671648053,5.846077671648053,0.0,0.0,109.04725456716845,109.04725456716845,87.7179719657116,21.329282601456846,0.0,0.0,0.0,0.0,16667.935789814095,0.0
2040,coordinated_closed_loop_transition,42,161.86945224658544,164.99539450442674,1.019311502043507,164.9953945044267,0.0,3.125942257841263,15.629711289206313,12.50376903136501,0.006480086973873467,0.0,0.0,3.1259422578413023,15.0,0.09091162844304455,9.45207299240771,0.057286889860153734,140.54332151201902,0.8518014816968016,22.60903955754426,28.261299446930323,0.17128538364246335,0.09266726854150097,0.05839318575075426,0.8682510477512517,95.96946509713597,22.60903955754426,1.0,0.8093327317342596,0.19066726826574038,217.56232042495773,249.49605793856114,0.0,0.75838221518389,93.0196494902247,135.75089560837577,659.2642392881726,22.60903955754426,21.293690638852432,8.498146242945735,8.147454545454545,True,8.372272727272726,True,0.9418219904766845,0.9166666666666666,0.19133600070363543,0.8800000000000001,0.9084545335424943,0.0077777777777777776,0,0,33,0,40,40,62.69824991168215,5.0,0.0,0.3335777772864027,5.0,5.0,0.0,250.0,26.399263120708273,10.0,0.0,0.21365021079462435,10.0,10.0,0.0,350.0,21.449401285575473,0.0,0.0,0.1164184849988092,0.0,0.0,0.0,452.7175004279822,8.249769725221336,9.45207299240771,0.0,0.04841989138459364,10.0,10.0,0.0,772.5782722224662,19.799447340531206,0.0,0.0,0.12338658496727209,0.0,0.0,0.0,378.62988502949486,26.399263120708273,140.54332151201902,0.0,0.1645470505682981,192.56232042495773,224.49605793856114,31.933737513603393,688.2084184579788,0.0,0.0,0.0,0.0,0.0,6.143847445065012,6.143847445065012,6.143847445065012,0.0,0.0,112.43465720961522,112.43465720961522,89.82561765207096,22.60903955754426,0.0,0.0,0.0,0.0,17737.481317555234,0.0
2041,coordinated_closed_loop_transition,42,167.53488307521593,170.03563688148893,1.0149267648645461,170.03563688148893,0.0,2.500753806273002,12.50376903136501,10.003015225092014,0.004769920868795149,0.0,0.0,2.5007538062729964,15.0,0.08821680134297182,10.0,0.058811200895314546,145.03563688148893,0.8529719977617136,23.965581930996915,29.95697741374614,0.17618058168962247,0.08953359279372074,0.05968906186248049,0.865704110208345,98.56292757419423,23.965581930996915,1.0,0.8044081167086948,0.19559188329130509,249.49605793856114,285.02664956767336,0.0,0.68151632649587,96.07280760415293,140.25778593096982,640.1812545357303,23.965581930996915,22.622414863552414,8.795581361448836,8.372272727272726,True,8.597090909090909,True,0.9439543312024792,0.9666666666666667,0.18940812319062855,0.8800000000000001,0.9396045573921812,0.0077777777777777776,0,0,32,0,40,40,45.909621958002006,5.0,0.0,0.3304829890991291,5.0,5.0,0.0,250.0,45.909621958002006,10.0,0.0,0.21124606470670357,10.0,10.0,0.0,350.0,23.804989163408457,0.0,0.0,0.1148796813863859,0.0,0.0,0.0,452.7175004279822,13.602850950519114,10.0,0.0,0.047980870486786564,10.0,10.0,0.0,769.1425915298813,15.303207319334003,0.0,0.0,0.12193885180786738,0.0,0.0,0.0,378.62988502949486,25.505345532223348,145.03563688148893,0.0,0.1734715425131275,224.49605793856114,260.02664956767336,35.53059162911221,664.7483576609155,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.500000000000001,0.0,0.0,116.02850950519115,116.02850950519115,92.06292757419423,23.965581930996915,0.0,0.0,0.0,0.0,18728.24363094173,0.0
2042,coordinated_closed_loop_transition,42,173.39860398284847,175.39920702786694,1.0115375960305675,175.39920702786694,0.0,2.0006030450184027,10.003015225092014,8.002412180073549,0.0035245129395475726,0.0,0.0,2.0006030450184653,15.0,0.08551920076592388,10.0,0.05701280051061592,150.39920702786694,0.8574679987234602,25.403516846856732,31.754396058570915,0.18104070478223921,0.08650588675721811,0.05767059117147874,0.8673611181018707,101.41584877543683,25.403516846856732,1.0,0.7996874000890677,0.2003125999109323,285.02664956767336,330.48335518194295,0.0,0.6153782717998874,99.50549249783485,145.19227046563756,624.6789057279464,25.403516846856732,24.015231128007354,9.103426709099544,8.597090909090909,True,8.821909090909092,True,0.9453506486043425,0.95,0.18810780123311943,0.8800000000000001,0.9606147407235403,0.0077777777777777776,0,0,35,0,40,40,45.60379382724541,5.0,0.0,0.328032006364026,5.0,5.0,0.0,250.0,36.83383347585206,10.0,0.0,0.20925573910321998,10.0,10.0,0.0,350.0,24.55588898390137,0.0,0.0,0.11356724900878437,0.0,0.0,0.0,452.7175004279822,12.27794449195068,10.0,0.0,0.04763397107083818,10.0,10.0,0.0,765.7200671939559,21.04790484334403,0.0,0.0,0.12072775574119066,0.0,0.0,0.0,378.62988502949486,35.07984140557339,150.39920702786694,0.0,0.18078327871194066,260.02664956767336,305.48335518194295,45.45670561426958,646.0205872081178,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.0,0.0,120.31936562229356,120.31936562229356,94.91584877543683,25.403516846856732,0.0,0.0,0.0,0.0,19779.510559454055,0.0
2043,coordinated_closed_loop_transition,42,179.46755512224814,181.0680375582628,1.0089179486226603,181.0680375582628,0.0,1.6004824360147099,8.002412180073549,6.40192974405889,0.0026130654731738945,0.0,0.0,1.6004824360146586,15.0,0.0828417881050564,7.404595127053183,0.04089399336793819,158.66344243120963,0.8762642185270055,26.927727857668135,33.65965982208517,0.18589509377796398,0.0835805669151866,0.041258683899768875,0.8840786978077049,104.81601291988414,26.927727857668135,1.0000000000000002,0.7956052583694637,0.2043947416305362,330.48335518194295,376.5539700026775,0.0,0.5478885236401039,103.95109657226645,151.02400321092665,609.7845007623973,26.927727857668135,25.48053022412316,9.422046643918026,8.821909090909092,True,9.0,True,0.946256229222368,0.9833333333333333,0.1872475617583997,0.8800000000000001,0.9745142130568036,0.0077777777777777776,0,0,30,0,40,40,54.32041126747884,5.0,0.0,0.325966382689867,5.0,5.0,0.0,250.0,34.402927136069934,10.0,0.0,0.2075362105343944,10.0,10.0,0.0,350.0,21.728164506991536,0.0,0.0,0.1124158740820652,0.0,0.0,0.0,452.7175004279822,5.432041126747886,7.404595127053183,0.0,0.04734223947771828,10.0,10.0,0.0,762.4923495312153,18.10680375582628,0.0,0.0,0.11967547135782233,0.0,0.0,0.0,378.62988502949486,47.07768976514833,158.66344243120963,0.0,0.18706382185813283,305.48335518194295,351.5539700026775,46.07061482073455,630.3691273690941,0.0,0.0,0.0,0.0,0.0,4.812986832584569,4.812986832584569,4.812986832584569,0.0,0.0,126.9307539449677,126.9307539449677,100.00302608729957,26.927727857668135,0.0,0.0,0.0,0.0,21176.679721894827,0.0
2044,coordinated_closed_loop_transition,42,185.74891955152682,187.02930550033867,1.0068931003846655,187.02930550033867,0.0,1.2803859488117781,6.40192974405889,5.1215437952470495,0.0019431303723984115,0.0,0.0,1.2803859488118405,15.0,0.08020133507886462,8.510084951250949,0.04550134498165871,163.51922054908772,0.8742973199394767,28.54339152912823,35.679239411410286,0.19076817569290327,0.08075417093254744,0.04581499032025459,0.8803239391318636,107.80354012845507,28.54339152912823,1.0,0.7906561505849573,0.20934384941504264,376.5539700026775,437.8170569361415,0.0,0.4966865851899232,107.41807876057271,156.24581588438946,599.1664781080619,28.54339152912823,27.023139587515253,9.751818276455158,9.0,True,9.0,True,0.9467389171303776,0.9333333333333333,0.18678341232825152,0.8800000000000001,0.9820137900379085,0.0077777777777777776,0,0,35,0,40,40,63.58996387011515,5.0,0.0,0.3239335509231794,5.0,5.0,0.0,250.0,52.36820554009483,10.0,0.0,0.2059608228029943,10.0,10.0,0.0,350.0,16.83263749503048,0.0,0.0,0.11141051541253297,0.0,0.0,0.0,452.7175004279822,7.481172220013544,8.510084951250949,0.0,0.04705610964387689,10.0,10.0,0.0,760.2158201093969,13.092051385023705,0.0,0.0,0.1187258614452537,0.0,0.0,0.0,378.62988502949486,33.66527499006096,163.51922054908772,0.0,0.19291313977216273,351.5539700026775,412.8170569361415,61.263086933463995,616.6993013457183,0.0,0.0,0.0,0.0,0.0,5.531555218313117,5.531555218313117,5.531555218313117,0.0,0.0,130.81537643927018,130.81537643927018,102.27198491014195,28.54339152912823,0.0,0.0,0.0,0.0,22107.735913298347,0.0
2045,coordinated_closed_loop_transition,42,192.25013173583025,193.27444049487968,1.0053280002973257,193.27444049487966,0.0,1.02430875904941,5.1215437952470495,4.097235036197617,0.0014488264271308915,0.0,0.0,1.0243087590494326,15.0,0.07760984826339408,8.548325601977657,0.044228950191704856,169.72611489290202,0.8781612015449011,30.255995020875922,37.8199937760949,0.19568026521901555,0.07802335355801686,0.04446460205147667,0.8828400446878323,111.08130853473116,30.255995020875922,1.0,0.7859305769975147,0.21406942300248527,437.8170569361415,504.4776859439514,0.0,0.4414502300285437,111.40291935210004,161.98225792481958,589.1963656230284,30.255995020875922,28.644527962766166,10.093131916131087,9.0,True,9.0,True,0.9467389171303776,0.9833333333333333,0.18678341232825152,0.8800000000000001,0.9820137900379085,0.0077777777777777776,0,0,32,0,40,40,79.24252060290067,5.0,0.0,0.3222305532907132,5.0,5.0,0.0,250.0,44.45312131382233,10.0,0.0,0.20456540006627438,10.0,10.0,0.0,350.0,13.529210834641574,0.0,0.0,0.11048636637604814,0.0,0.0,0.0,452.7175004279822,7.730977619795186,8.548325601977657,0.0,0.04681665704681327,10.0,10.0,0.0,757.7082711270376,15.46195523959037,0.0,0.0,0.11787413384480314,0.0,0.0,0.0,378.62988502949486,32.85665488412953,169.72611489290202,0.0,0.19802688937534785,412.8170569361415,479.4776859439514,66.66062900780994,604.7947362683356,0.0,0.0,0.0,0.0,0.0,5.556411641285478,5.556411641285478,5.556411641285478,0.0,0.0,135.78089191432161,135.78089191432161,105.52489689344569,30.255995020875922,0.0,0.0,0.0,0.0,23198.474387731694,0.0
2046,coordinated_closed_loop_transition,42,198.9788863465843,199.79833335382378,1.004118261099382,199.79833335382375,0.0,0.8194470072395235,4.097235036197617,3.2777880289581276,0.0010828692922843265,0.0,0.0,0.8194470072394893,15.0,0.07507570132447718,9.99313509359788,0.05001610837214038,174.8051982602259,0.8749081903033824,32.07135472212848,40.0891934026606,0.20064828734915652,0.07538488266475059,0.05022208776559184,0.8785112906690395,114.26834169689086,32.07135472212848,1.0,0.7808430965286582,0.21915690347134179,504.4776859439514,581.2986926584504,0.0,0.3960498926329554,115.12309579196389,167.6410971007884,581.3986083709932,32.07135472212848,30.36319964053214,10.446391533195674,9.0,True,9.0,True,0.9467389171303776,0.9666666666666667,0.18678341232825152,0.8800000000000001,0.9820137900379085,0.0077777777777777776,0,0,32,0,40,40,69.92941667383832,5.0,0.0,0.32069994208184555,5.0,5.0,0.0,250.0,45.95361667137946,10.0,0.0,0.2032918716349833,10.0,10.0,0.0,350.0,17.981850001844144,0.0,0.0,0.10963515956884302,0.0,0.0,0.0,452.7175004279822,9.98991666769119,9.99313509359788,0.0,0.04660175646864648,10.0,10.0,0.0,755.2974159778028,23.975800002458854,0.0,0.0,0.11709411222958081,0.0,0.0,0.0,378.62988502949486,31.9677333366118,174.8051982602259,0.0,0.20267715801610067,479.4776859439514,556.2986926584504,76.82100671449898,594.1738854838054,0.0,0.0,0.0,0.0,0.0,6.495537810838623,6.495537810838623,6.495537810838623,0.0,0.0,139.84415860818072,139.84415860818072,107.77280388605223,32.07135472212848,0.0,0.0,0.0,0.0,24130.56400986364,0.0
